DATE,TICKER,open,close,high,low,Volume,VWAP,CPct_LChg
2004-06-16,TLT,82.05,82.24,82.34,82.0,196900,82.18,-0.37623686592820177
2004-06-17,TLT,82.01,82.76,82.77,81.97,209900,82.468,0.6303051170487503
2004-06-18,TLT,82.76,82.58,82.84,82.37,183500,82.586,-0.21773324193981683
2004-06-21,TLT,82.63,82.64,82.75,82.5,121700,82.63,0.0726304353439055
2004-06-22,TLT,82.43,82.39,82.59,82.36,131700,82.467,-0.302975448388446
2004-06-23,TLT,82.29,82.55,82.67,82.19,215800,82.455,0.19401000386383038
2004-06-24,TLT,83.26,83.06,83.34,82.9,271800,83.152,0.6159067836470474
2004-06-25,TLT,82.92,83.13,83.15,82.87,69700,83.03,0.08424093403891406
2004-06-28,TLT,82.78,82.28,82.85,82.22,167000,82.408,-1.0277582758240296
2004-06-29,TLT,82.4,82.78,82.84,82.2,191800,82.626,0.6058421535829991
2004-06-30,TLT,83.03,83.61,83.75,82.91,518200,83.441,0.9976643841380205
2004-07-01,TLT,83.35,83.43,83.56,82.93,452500,83.275,-0.21551732479832644
2004-07-02,TLT,84.48,84.38,84.69,84.26,387500,84.544,1.1322449782209258
2004-07-06,TLT,84.57,84.24,84.59,84.14,127200,84.282,-0.1660538870472577
2004-07-07,TLT,84.2,84.24,84.42,84.13,169400,84.309,0.0
2004-07-08,TLT,84.3,84.29,84.54,84.23,298000,84.341,0.0593366183670829
2004-07-09,TLT,84.25,84.38,84.42,84.15,593400,84.304,0.10671726868016788
2004-07-13,TLT,84.2,84.23,84.27,83.98,95800,84.092,-0.1779254368920157
2004-07-14,TLT,84.32,84.28,84.37,84.15,158400,84.315,0.05934366087160196
2004-07-15,TLT,84.29,84.35,84.38,84.17,83400,84.289,0.0830220055988834
2004-07-16,TLT,84.85,85.5,85.5,84.85,1081300,85.3,1.3541566950737398
2004-07-19,TLT,85.41,85.55,85.57,85.36,498700,85.467,0.05846243954878788
2004-07-20,TLT,85.31,84.78,85.38,84.65,207000,84.977,-0.9041334413711376
2004-07-21,TLT,84.44,84.55,84.55,84.2,212400,84.378,-0.27165905799017925
2004-07-22,TLT,84.58,84.67,84.85,84.58,75700,84.703,0.14182723095965238
2004-07-23,TLT,84.78,84.95,84.95,84.78,80700,84.858,0.3301500463755235
